time,t2m_cel,trigger
2010-05-17,31.575000000000003,0
2010-05-18,32.475,0
2010-05-19,32.224999999999994,0
2010-05-20,32.800000000000004,0
2010-05-21,32.625,0
2010-05-22,31.950000000000003,0
2010-05-23,31.225,0
2010-05-24,31.3,0
2010-05-25,31.65,0
2010-05-26,31.475,0
2010-05-27,31.125,0
2010-05-28,32.325,0
2010-05-29,32.225,0
2010-05-30,31.0775,0
2010-05-31,30.775,0
2010-06-01,31.475,0
2010-06-02,30.875,0
2010-06-03,31.375,0
2010-06-04,30.925,0
2010-06-05,30.4,0
2010-06-06,28.625000000000004,0
2010-06-07,30.625,0
2010-06-08,30.875,0
2010-06-09,31.15,0
2010-06-10,31.6,0
2010-06-11,31.925,0
2010-06-12,31.525,0
2010-06-13,31.525,0
2010-06-14,31.25,0
2010-06-15,31.1,0
2010-06-16,31.225,0
2010-06-17,31.375,0
2010-06-18,32.2,0
2010-06-19,32.725,0
2010-06-20,32.0,0
2010-06-21,31.3,0
2010-06-22,31.25,0
2010-06-23,31.175,0
2010-06-24,31.3,0
2010-06-25,30.95,0
2010-06-26,30.8,0
2010-06-27,30.950000000000003,0
2010-06-28,30.85,0
2010-06-29,31.2,0
2010-06-30,30.975,0
2010-07-01,30.425,0
2010-07-02,31.625,0
2010-07-03,32.175,0
2010-07-04,32.375,0
2010-07-05,32.725,0
2010-07-06,32.325,0
2010-07-07,33.125,0
2010-07-08,33.05,0
2010-07-09,32.4,0
2010-07-10,31.825000000000003,0
2010-07-11,30.775,0
2010-07-12,30.55,0
2010-07-13,31.175,0
2010-07-14,31.55,0
2010-07-15,31.825,0
2010-07-16,32.625,0
2010-07-17,32.85,0
2010-07-18,32.675,0
2010-07-19,31.425,0
2010-07-20,31.6,0
2010-07-21,31.5,0
2010-07-22,31.075000000000003,0
2010-07-23,29.9,0
2010-07-24,30.775,0
2010-07-25,29.65,0
2010-07-26,30.3,0
2010-07-27,28.15,0
2010-07-28,29.025,0
2010-07-29,30.175000000000004,0
2010-07-30,31.175000000000004,0
2010-07-31,31.2,0
2011-04-01,28.875,0
2011-04-02,27.6,0
2011-04-03,27.05,0
2011-04-04,26.275,0
2011-04-05,26.525,0
2011-04-06,26.85,0
2011-04-07,28.475,0
2011-04-08,28.425000000000004,0
2011-04-09,26.5,0
2011-04-10,26.1,0
2011-04-11,26.0,0
2011-04-12,26.675,0
2011-04-13,27.425,0
2011-04-14,27.5825,0
2011-04-15,28.035,0
2011-04-16,29.3275,0
2011-04-17,29.3,0
2011-04-18,28.200000000000003,0
2011-04-19,27.2875,0
2011-04-20,28.2,0
2011-04-21,28.9675,0
2011-04-22,29.025,0
2011-04-23,28.525,0
2011-04-24,28.075,0
2011-04-25,27.9,0
2011-04-26,27.1,0
2011-04-27,27.125,0
2011-04-28,28.0,0
2011-04-29,28.5,0
2011-04-30,28.65,0
2011-05-01,28.65,0
2011-05-02,28.475,0
2011-05-03,28.725,0
2011-05-04,28.700000000000003,0
2011-05-05,28.4,0
2011-05-06,28.865,0
2011-05-07,28.85,0
2011-05-08,29.05,0
2011-05-09,29.05,0
2011-05-10,28.8075,0
2011-05-11,28.6075,0
2011-05-12,29.875,0
2011-05-13,29.05,0
2011-05-14,28.775,0
2011-05-15,28.9,0
2011-05-16,29.275,0
2011-05-17,29.95,0
2011-05-18,29.75,0
2011-05-19,29.425,0
2011-05-20,31.8,0
2011-05-21,34.65,0
2011-05-22,31.175,0
2011-05-23,29.35,0
2011-05-24,29.35,0
2011-05-25,29.375,0
2011-05-26,29.3,0
2011-05-27,29.25,0
2011-05-28,29.325000000000003,0
2011-05-29,29.65,0
2011-05-30,29.975,0
2011-05-31,30.3,0
2011-06-01,31.325,0
2011-06-02,30.675,0
2011-06-03,30.575000000000003,0
2011-06-04,31.975,0
2011-06-05,31.7,0
2011-06-06,31.4,0
2011-06-07,31.16785714285714,0
2011-06-08,30.935714285714283,0
2011-06-09,30.703571428571426,0
2011-06-10,30.47142857142857,0
2011-06-11,30.239285714285717,0
2011-06-12,30.007142857142856,0
2011-06-13,29.775,0
2011-06-14,29.875,0
2011-06-15,30.2,0
2011-06-16,30.375,0
2011-06-17,31.625,0
2011-06-18,31.5,0
2011-06-19,31.0,0
2011-06-20,31.025,0
2011-06-21,30.9625,0
2011-06-22,30.9,0
2011-06-23,30.55,0
2011-06-24,30.535,0
2011-06-25,30.52,0
2011-06-26,30.505000000000003,0
2011-06-27,30.49,0
2011-06-28,30.475,0
2011-06-29,30.6,0
2011-06-30,30.775,0
2011-07-01,30.4,0
2011-07-02,30.5,0
2011-07-03,30.3075,0
2011-07-04,30.07,0
2011-07-05,29.65,0
2011-07-06,29.8,0
2011-07-07,30.15,0
2011-07-08,29.8,0
2011-07-09,30.05,0
2011-07-10,30.65,0
2011-07-11,30.635,0
2011-07-12,30.3,0
2011-07-13,30.35,0
2011-07-14,30.3,0
2011-07-15,30.525,0
2011-07-16,31.075000000000003,0
2011-07-17,31.0,0
2011-07-18,30.550000000000004,0
2011-07-19,29.85,0
2011-07-20,29.55,0
2011-07-21,29.48,0
2011-07-22,29.4,0
2011-07-23,29.55,0
2011-07-24,29.7,0
2011-07-25,30.125,0
2011-07-26,31.275,0
2011-07-27,30.125,0
2011-07-28,30.175,0
2011-07-29,29.5,0
2011-07-30,29.675,0
2011-07-31,29.4,0
2012-04-01,27.8,0
2012-04-02,29.125,0
2012-04-03,28.85,0
2012-04-04,28.675,0
2012-04-05,28.700000000000003,0
2012-04-06,28.675,0
2012-04-07,28.2,0
2012-04-08,28.225,0
2012-04-09,28.875,0
2012-04-10,29.725,0
2012-04-11,29.975,0
2012-04-12,28.85,0
2012-04-13,27.35,0
2012-04-14,27.175,0
2012-04-15,28.175,0
2012-04-16,27.9,0
2012-04-17,28.075000000000003,0
2012-04-18,27.55,0
2012-04-19,26.525,0
2012-04-20,26.875,0
2012-04-21,26.95,0
2012-04-22,26.925,0
2012-04-23,26.85,0
2012-04-24,27.3825,0
2012-04-25,28.0,0
2012-04-26,28.225,0
2012-04-27,28.58,0
2012-04-28,30.8,0
2012-04-29,33.0,0
2012-04-30,34.075,0
2012-05-01,32.7,0
2012-05-02,30.5,0
2012-05-03,32.9,0
2012-05-04,34.15,0
2012-05-05,31.85,0
2012-05-06,28.925,0
2012-05-07,28.675,0
2012-05-08,28.2,0
2012-05-09,28.15,0
2012-05-10,28.575,0
2012-05-11,28.825000000000003,0
2012-05-12,29.985,0
2012-05-13,31.675,0
2012-05-14,29.725,0
2012-05-15,28.825000000000003,0
2012-05-16,28.575,0
2012-05-17,28.500000000000004,0
2012-05-18,28.5625,0
2012-05-19,28.625,0
2012-05-20,29.0,0
2012-05-21,30.125000000000004,0
